"Pokemon","Fast.Move","Charged.Move","DPS","TDO","DPS.3.TDO","CP","fastType","fastDmg","fastDps","chargeType","chargeDmg","chargeDps"
"3623","Duosion","Hidden Power (Poison)","Psyshock",11.922,173.8,294.5,2018,NA,NA,NA,"psychic","65","24.1"
"3624","Duosion","Hidden Power (Electric)","Psyshock",11.922,173.8,294.5,2018,NA,NA,NA,"psychic","65","24.1"
"3625","Duosion","Hidden Power (Ground)","Psyshock",11.922,173.8,294.5,2018,NA,NA,NA,"psychic","65","24.1"
"3626","Duosion","Hidden Power (Rock)","Psyshock",11.922,173.8,294.5,2018,NA,NA,NA,"psychic","65","24.1"
"3627","Duosion","Hidden Power (Ice)","Psyshock",11.922,173.8,294.5,2018,NA,NA,NA,"psychic","65","24.1"
"3628","Duosion","Hidden Power (Bug)","Psyshock",11.922,173.8,294.5,2018,NA,NA,NA,"psychic","65","24.1"
"3629","Duosion","Hidden Power (Dragon)","Psyshock",11.922,173.8,294.5,2018,NA,NA,NA,"psychic","65","24.1"
"3630","Duosion","Hidden Power (Ghost)","Psyshock",11.922,173.8,294.5,2018,NA,NA,NA,"psychic","65","24.1"
"3631","Duosion","Hidden Power (Dark)","Psyshock",11.922,173.8,294.5,2018,NA,NA,NA,"psychic","65","24.1"
"3632","Duosion","Hidden Power (Steel)","Psyshock",11.922,173.8,294.5,2018,NA,NA,NA,"psychic","65","24.1"
"3633","Duosion","Hidden Power","Psyshock",11.922,173.8,294.5,2018,"normal","15","10","psychic","65","24.1"
"3634","Duosion","Hidden Power","Psyshock",11.922,173.8,294.5,2018,"normal","15","10","psychic","65","24.1"
"3635","Duosion","Hidden Power","Psyshock",11.922,173.8,294.5,2018,"normal","15","10","psychic","65","24.1"
"3636","Duosion","Hidden Power","Psyshock",11.922,173.8,294.5,2018,"normal","15","10","psychic","65","24.1"
"3637","Duosion","Hidden Power","Psyshock",11.922,173.8,294.5,2018,"normal","15","10","psychic","65","24.1"
"3638","Duosion","Hidden Power","Psyshock",11.922,173.8,294.5,2018,"normal","15","10","psychic","65","24.1"
"3639","Duosion","Hidden Power","Psyshock",11.922,173.8,294.5,2018,"normal","15","10","psychic","65","24.1"
"3640","Duosion","Hidden Power","Psyshock",11.922,173.8,294.5,2018,"normal","15","10","psychic","65","24.1"
"3641","Duosion","Hidden Power","Psyshock",11.922,173.8,294.5,2018,"normal","15","10","psychic","65","24.1"
"3642","Duosion","Hidden Power","Psyshock",11.922,173.8,294.5,2018,"normal","15","10","psychic","65","24.1"
"3643","Duosion","Hidden Power","Psyshock",11.922,173.8,294.5,2018,"normal","15","10","psychic","65","24.1"
"3644","Duosion","Hidden Power","Psyshock",11.922,173.8,294.5,2018,"normal","15","10","psychic","65","24.1"
"3645","Duosion","Hidden Power","Psyshock",11.922,173.8,294.5,2018,"normal","15","10","psychic","65","24.1"
"3646","Duosion","Hidden Power","Psyshock",11.922,173.8,294.5,2018,"normal","15","10","psychic","65","24.1"
"3647","Duosion","Hidden Power","Psyshock",11.922,173.8,294.5,2018,"normal","15","10","psychic","65","24.1"
"3648","Shadow Lapras","Ice Shard","Hydro Pump",11.922,380.5,644.8,2641,"ice","12","10","water","130","39.4"
"3649","Empoleon","Waterfall","Blizzard",11.92,352.5,596.9,2900,"water","16","13.3","ice","130","41.9"
"3650","Shadow Nidorino","Poison Jab","Sludge Bomb",11.919,148.5,251.5,1393,"poison","10","12.5","poison","80","34.8"
"3651","Mega Slowbro","Confusion","Water Pulse",11.913,575.6,973.3,3755,"psychic","20","12.5","water","70","21.9"
"3652","Ninjask","Fury Cutter","Bug Buzz",11.913,179.5,303.6,1969,"bug","3","7.5","bug","90","24.3"
"3653","Electivire","Low Kick","Ice Punch",11.912,288.4,487.5,3079,"fighting","6","10","ice","50","26.3"
"3654","Archen","Wing Attack","Ancient Power",11.909,138.4,233.7,1842,"flying","8","10","rock","70","20"
"3655","Hippowdon","Thunder Fang","Earthquake",11.909,432.4,730.3,3085,"electric","12","10","ground","140","38.9"
"3656","Donphan","Charm","Earthquake",11.906,366.9,619.1,3013,"fairy","20","13.3","ground","140","38.9"
"3657","Shadow Golduck","Water Gun","Cross Chop",11.905,249.8,421.5,2450,"water","5","10","fighting","50","33.3"
"3658","Sunflora","Razor Leaf","Solar Beam",11.904,242.9,409.6,2141,"grass","13","13","grass","180","36.7"
"3659","Pinsir","Rock Smash","Return",11.903,289.7,488.5,2959,"fighting","15","11.5","normal","35","50"
"3660","Carvanha","Snarl","Return",11.898,63.8,107.4,1020,"dark","12","10.9","normal","35","50"
"3661","Thundurus  (Incarnate Forme)","Astonish","Crunch",11.895,300,504.8,3345,"ghost","8","7.3","dark","70","21.9"
"3662","Melmetal","Thunder Shock","Hyper Beam",11.894,472.1,794.5,3599,"electric","5","8.3","normal","150","39.5"
"3663","Shadow Bellossom","Razor Leaf","Dazzling Gleam",11.893,271,455.9,2281,"grass","13","13","fairy","100","28.6"
"3664","Kingler","Metal Claw","Water Pulse",11.886,260.3,437,2829,"steel","8","11.4","water","70","21.9"
"3665","Froslass","Hex","Shadow Ball",11.885,254.5,427.3,2040,"ghost","10","8.3","ghost","100","33.3"
"3666","Vileplume","Razor Leaf","Petal Blizzard",11.884,294.2,493.8,2559,"grass","13","13","grass","110","42.3"
"3667","Nidoking","Poison Jab","Sludge Wave",11.883,290.5,487.5,2567,"poison","10","12.5","poison","110","34.4"
"3668","Cinccino","Pound","Thunderbolt",11.882,234.3,393.1,2242,"normal","7","11.7","electric","80","32"
"3669","Ampharos","Charge Beam","Zap Cannon",11.881,336.8,564.8,2852,"electric","8","7.3","electric","140","37.8"
"3670","Omastar","Water Gun","Return",11.879,333,558.2,2786,"water","5","10","normal","35","50"
"3671","Aerodactyl","Steel Wing","Ancient Power",11.878,294,492.8,2783,"steel","11","13.8","rock","70","20"
"3672","Nidoking","Poison Jab","Megahorn",11.878,290.4,486.7,2567,"poison","10","12.5","bug","110","50"
"3673","Shadow Snorlax","Zen Headbutt","Superpower",11.875,435.9,730,3225,"psychic","12","10.9","fighting","85","28.3"
"3674","Weepinbell","Razor Leaf","Sludge Bomb",11.875,157,262.8,1611,"grass","13","13","poison","80","34.8"
"3675","Beedrill","Bug Bite","Sludge Bomb",11.873,212.7,356,1846,"bug","5","10","poison","80","34.8"
"3676","Vaporeon","Water Gun","Last Resort",11.873,423.5,708.8,3114,"water","5","10","normal","90","31"
"3677","Kingler","Metal Claw","X-Scissor",11.872,260,435,2829,"steel","8","11.4","bug","45","28.1"
"3678","Aerodactyl","Bite","Earth Power",11.871,293.9,491.6,2783,"dark","6","12","ground","100","27.8"
"3679","Armaldo","Struggle Bug","Rock Blast",11.869,305.1,510.1,2848,"bug","15","10","rock","50","23.8"
"3680","Shadow Cacnea","Poison Sting","Seed Bomb",11.868,92.8,155.2,1242,"poison","5","8.3","grass","55","26.2"
"3681","Arcanine","Fire Fang","Bulldoze",11.867,330.9,553,3029,"fire","12","13.3","ground","80","22.9"
"3682","Shadow Hitmonchan","Rock Smash","Ice Punch",11.867,221.1,369.5,2332,"fighting","15","11.5","ice","50","26.3"
"3683","Alolan Dugtrio","Mud Slap","Earthquake",11.865,162.9,272.1,1897,NA,NA,NA,"ground","140","38.9"
"3684","Mew","Snarl","Solar Beam",11.864,444.6,742.5,3265,"dark","12","10.9","grass","180","36.7"
"3685","Shadow Blastoise","Bite","Hydro Pump",11.864,309.2,516.3,2466,"dark","6","12","water","130","39.4"
"3686","Hitmonlee","Low Kick","Brick Break",11.863,245.3,409.4,2576,"fighting","6","10","fighting","40","25"
"3687","Ampharos","Volt Switch","Return",11.86,336.2,560.8,2852,"electric","14","8.8","normal","35","50"
"3688","Cloyster","Frost Breath","Avalanche",11.858,339,565.1,2547,"ice","10","11.1","ice","90","33.3"
"3689","Empoleon","Waterfall","Flash Cannon",11.858,350.6,584.6,2900,"water","16","13.3","steel","100","37"
"3690","Shadow Abra","Zen Headbutt","Signal Beam",11.858,71.8,119.8,1342,"psychic","12","10.9","bug","75","25.9"
"3691","Shadow Swampert","Mud Shot","Sludge Wave",11.857,312.7,521.3,2974,"ground","5","8.3","poison","110","34.4"
"3692","Shadow Beedrill","Bug Bite","Fell Stinger",11.855,176.9,294.8,1846,"bug","5","10","bug","50","22.7"
"3693","Camerupt","Ember","Overheat",11.852,232.2,386.7,2193,"fire","10","10","fire","160","40"
"3694","Sawk","Low Kick","Body Slam",11.847,270.7,450.1,2788,"fighting","6","10","normal","50","26.3"
"3695","Tangrowth","Vine Whip","Rock Slide",11.847,392.6,652.8,3030,"grass","7","11.7","rock","80","29.6"
"3696","Emboar","Ember","Heat Wave",11.846,300,498.7,2982,"fire","10","10","fire","95","31.7"
"3697","Snorlax","Lick","Skull Bash",11.846,521.9,867.5,3225,"ghost","5","10","normal","130","41.9"
"3698","Crustle","Fury Cutter","Rock Slide",11.845,330.5,549.2,2542,"bug","3","7.5","rock","80","29.6"
"3699","Mew","Pound","Solar Beam",11.843,443.8,737.1,3265,"normal","7","11.7","grass","180","36.7"
"3700","Lugia","Extrasensory","Future Sight",11.84,667.6,1108.1,3703,"psychic","12","10.9","psychic","120","44.4"
"3701","Magneton","Charge Beam","Return",11.835,229.7,380.8,2485,"electric","8","7.3","normal","35","50"
"3702","Shadow Poliwrath","Mud Shot","Power-Up Punch",11.832,302.3,500.7,2586,"ground","5","8.3","fighting","50","25"
"3703","Mega Kangaskhan","Mud Slap","Power-Up Punch",11.83,503.9,834.2,3850,NA,NA,NA,"fighting","50","25"
"3704","Keldeo","Low Kick","Aqua Jet",11.828,380.6,629.7,3698,"fighting","6","10","water","45","17.3"
"3705","Nidoqueen","Poison Jab","Earth Power",11.827,342.6,566.7,2488,"poison","10","12.5","ground","100","27.8"
"3706","Rhydon","Rock Smash","Earthquake",11.826,378.6,626.2,3179,"fighting","15","11.5","ground","140","38.9"
"3707","Gigalith","Mud Slap","Heavy Slam",11.825,377.5,624.2,3228,NA,NA,NA,"steel","70","33.3"
"3708","Tornadus (Therian Forme)","Bite","Dark Pulse",11.825,339.8,562,3215,"dark","6","12","dark","80","26.7"
"3709","Shadow Beedrill","Poison Jab","Drill Run",11.824,176.5,291.8,1846,"poison","10","12.5","ground","80","28.6"
"3710","Hitmonlee","Rock Smash","Close Combat",11.821,244.4,403.7,2576,"fighting","15","11.5","fighting","100","43.5"
"3711","Shadow Sandslash","Metal Claw","Bulldoze",11.819,254.5,420.2,2374,"steel","8","11.4","ground","80","22.9"
"3712","Mew","Shadow Claw","Solar Beam",11.816,442.8,730.4,3265,"ghost","9","12.9","grass","180","36.7"
"3713","Simipour","Bite","Hydro Pump",11.816,237.9,392.5,2350,"dark","6","12","water","130","39.4"
"3714","Kabutops","Waterfall","Water Pulse",11.815,280.2,462,2713,"water","16","13.3","water","70","21.9"
"3715","Kadabra","Psycho Cut","Psybeam",11.814,146.1,240.9,2059,"psychic","5","8.3","psychic","70","21.9"
"3716","Perrserker","Metal Claw","Iron Head",11.814,271.4,447.4,2386,"steel","8","11.4","steel","60","31.6"
"3717","Rotom","Thunder Shock","Thunderbolt",11.811,216.8,357.1,2031,"electric","5","8.3","electric","80","32"
"3718","Shadow Muk","Lick","Dark Pulse",11.811,316.8,522,2757,"ghost","5","10","dark","80","26.7"
"3719","Shadow Hitmonchan","Rock Smash","Fire Punch",11.81,220.1,362.5,2332,"fighting","15","11.5","fire","55","25"
"3720","Gardevoir","Charge Beam","Return",11.808,316.6,521.2,3093,"electric","8","7.3","normal","35","50"
"3721","Electabuzz","Low Kick","Thunderbolt",11.807,252.3,415.3,2334,"fighting","6","10","electric","80","32"
"3722","Mew","Snarl","Overheat",11.806,442.4,728.1,3265,"dark","12","10.9","fire","160","40"
"3723","Mew","Infestation","Psyshock",11.8,442.2,726.5,3265,"bug","10","9.1","psychic","65","24.1"
"3724","Mesprit","Extrasensory","Blizzard",11.799,381,625.8,3058,"psychic","12","10.9","ice","130","41.9"
"3725","Hitmonchan","Counter","Close Combat",11.798,263.8,433.3,2332,"fighting","12","13.3","fighting","100","43.5"
"3726","Murkrow","Peck","Drill Peck",11.797,142,233.1,1562,"flying","10","10","flying","65","28.3"
"3727","Mew","Cut","Psyshock",11.795,442,725.3,3265,"normal","5","10","psychic","65","24.1"
"3728","Mew","Steel Wing","Solar Beam",11.794,442,725,3265,"steel","11","13.8","grass","180","36.7"
"3729","Escavalier","Counter","Drill Run",11.793,309.2,507.1,2889,"fighting","12","13.3","ground","80","28.6"
"3730","Golem","Rock Throw","Ancient Power",11.792,357.3,585.9,2949,"rock","12","13.3","rock","70","20"
"3731","Flygon","Dragon Tail","Stone Edge",11.789,306.9,502.9,2661,"dragon","15","13.6","rock","100","43.5"
"3732","Mew","Pound","Overheat",11.786,441.7,723.1,3265,"normal","7","11.7","fire","160","40"
"3733","Alolan Dugtrio","Mud Slap","Mud Bomb",11.784,161.8,264.7,1897,NA,NA,NA,"ground","55","23.9"
"3734","Shadow Grotle","Bite","Solar Beam",11.784,211,345.3,1890,"dark","6","12","grass","180","36.7"
"3735","Venusaur","Razor Leaf","Return",11.784,342,559.7,2720,"grass","13","13","normal","35","50"
"3736","Mew","Infestation","Grass Knot",11.781,441.5,721.8,3265,"bug","10","9.1","grass","90","34.6"
"3737","Mew","Infestation","Wild Charge",11.781,441.5,721.8,3265,"bug","10","9.1","electric","90","34.6"
"3738","Slowbro","Water Gun","Psychic",11.781,368.3,602.1,2545,"water","5","10","psychic","90","32.1"
"3739","Slowking","Water Gun","Psychic",11.781,368.3,602.1,2545,"water","5","10","psychic","90","32.1"
"3740","Muk","Poison Jab","Return",11.78,379.1,619.7,2757,"poison","10","12.5","normal","35","50"
"3741","Sharpedo","Waterfall","Poison Fang",11.779,149.8,244.8,2181,"water","16","13.3","poison","35","20.6"
"3742","Jynx","Pound","Focus Blast",11.777,241.5,394.5,2555,"normal","7","11.7","fighting","140","40"
"3743","Alolan Dugtrio","Metal Claw","Mud Bomb",11.776,161.7,264,1897,"steel","8","11.4","ground","55","23.9"
"3744","Mew","Dragon Tail","Solar Beam",11.772,441.1,719.6,3265,"dragon","15","13.6","grass","180","36.7"
"3745","Gyarados","Bite","Dragon Pulse",11.77,379.2,618.3,3391,"dark","6","12","dragon","90","25"
"3746","Gyarados","Dragon Breath","Dragon Pulse",11.77,379.2,618.3,3391,"dragon","6","12","dragon","90","25"
"3747","Virizion","Zen Headbutt","Leaf Blade",11.769,446.4,727.7,3022,"psychic","12","10.9","grass","70","29.2"
"3748","Weepinbell","Bullet Seed","Power Whip",11.767,155.5,253.4,1611,"grass","8","7.3","grass","90","34.6"
"3749","Shadow Sandslash","Mud Shot","Bulldoze",11.766,253.4,412.8,2374,"ground","5","8.3","ground","80","22.9"
"3750","Shadow Politoed","Mud Shot","Hydro Pump",11.765,293,477.1,2449,"ground","5","8.3","water","130","39.4"
"3751","Shadow Suicune","Ice Fang","Hydro Pump",11.765,408.2,664.7,2983,"ice","12","8","water","130","39.4"
"3752","Magmar","Ember","Fire Punch",11.764,245.6,399.8,2394,"fire","10","10","fire","55","25"
"3753","Shadow Arbok","Dragon Tail","Gunk Shot",11.764,194.3,316.3,1921,"dragon","15","13.6","poison","130","41.9"
"3754","Ambipom","Astonish","Return",11.763,252.8,411.5,2418,"ghost","8","7.3","normal","35","50"
"3755","Mew","Shadow Claw","Overheat",11.763,440.8,717.4,3265,"ghost","9","12.9","fire","160","40"
"3756","Magmar","Karate Chop","Fire Punch",11.759,245.5,399.1,2394,"fighting","8","10","fire","55","25"
"3757","Mega Slowbro","Water Gun","Ice Beam",11.759,568.1,923.6,3755,"water","5","10","ice","90","27.3"
"3758","Shadow Slowking","Confusion","Fire Blast",11.757,306.3,497.7,2545,"psychic","20","12.5","fire","140","33.3"
"3759","Gothitelle","Confusion","Psychic",11.755,335.6,545.1,2419,"psychic","20","12.5","psychic","90","32.1"
"3760","Shadow Slowbro","Confusion","Water Pulse",11.753,306.2,497.1,2545,"psychic","20","12.5","water","70","21.9"
"3761","Gastly","Astonish","Sludge Bomb",11.752,78.2,127,1229,"ghost","8","7.3","poison","80","34.8"
"3762","Shadow Abomasnow","Powder Snow","Energy Ball",11.752,261,423.6,2362,"ice","6","6","grass","90","23.1"
"3763","Alolan Muk","Snarl","Dark Pulse",11.751,378.2,613.6,2757,"dark","12","10.9","dark","80","26.7"
"3764","Grovyle","Quick Attack","Grass Knot",11.751,167.3,271.5,1673,"normal","8","10","grass","90","34.6"
"3765","Hitmonlee","Rock Smash","Brick Break",11.751,243,394.2,2576,"fighting","15","11.5","fighting","40","25"
"3766","Mew","Cut","Grass Knot",11.751,440.4,714.6,3265,"normal","5","10","grass","90","34.6"
"3767","Mew","Cut","Wild Charge",11.751,440.4,714.6,3265,"normal","5","10","electric","90","34.6"
"3768","Mega Altaria","Peck","Dragon Pulse",11.749,409.6,664.2,3163,"flying","10","10","dragon","90","25"
"3769","Shadow Porygon2","Lock-On","Zap Cannon",11.745,282.1,457.2,2711,"normal","1","3.3","electric","140","37.8"
"3770","Granbull","Charm","Close Combat",11.744,264.2,427.9,2552,"fairy","20","13.3","fighting","100","43.5"
"3771","Keldeo","Poison Jab","Aqua Jet",11.744,377.9,612.2,3698,"poison","10","12.5","water","45","17.3"
"3772","Mew","Steel Wing","Overheat",11.744,440.1,712.8,3265,"steel","11","13.8","fire","160","40"
"3773","Murkrow","Feint Attack","Foul Play",11.744,141.3,228.9,1562,"dark","10","11.1","dark","70","35"
"3774","Shadow Hitmonchan","Bullet Punch","Close Combat",11.741,218.8,354.2,2332,"steel","9","10","fighting","100","43.5"
"3775","Dodrio","Feint Attack","Aerial Ace",11.74,214.7,347.3,2362,"dark","10","11.1","flying","55","22.9"
"3776","Liepard","Snarl","Dark Pulse",11.739,174.5,282.3,1846,"dark","12","10.9","dark","80","26.7"
"3777","Shadow Hitmonchan","Bullet Punch","Brick Break",11.739,218.8,353.9,2332,"steel","9","10","fighting","40","25"
"3778","Shadow Venomoth","Bug Bite","Silver Wind",11.738,200.6,324.4,2082,"bug","5","10","bug","70","18.9"
"3779","Kingdra","Waterfall","Hydro Pump",11.731,333.5,538.4,2641,"water","16","13.3","water","130","39.4"
"3780","Giratina (Altered Forme)","Dragon Breath","Dragon Claw",11.729,584.1,942.6,3379,"dragon","6","12","dragon","50","29.4"
"3781","Clefable","Charm","Meteor Mash",11.728,332.8,536.9,2437,"fairy","20","13.3","steel","100","38.5"
"3782","Stantler","Tackle","Wild Charge",11.728,228.2,368.1,2164,"normal","5","10","electric","90","34.6"
"3783","Shadow Charmeleon","Ember","Flamethrower",11.727,158.7,256,1653,"fire","10","10","fire","70","31.8"
"3784","Donphan","Counter","Heavy Slam",11.726,361.3,582.5,3013,"fighting","12","13.3","steel","70","33.3"
"3785","Leafeon","Quick Attack","Last Resort",11.725,338.9,546.3,2944,"normal","8","10","normal","90","31"
"3786","Shadow Golbat","Bite","Shadow Ball",11.724,219.3,353.3,1976,"dark","6","12","ghost","100","33.3"
"3787","Accelgor","Infestation","Focus Blast",11.723,225.2,362.8,2441,"bug","10","9.1","fighting","140","40"
"3788","Mew","Dragon Tail","Overheat",11.72,439.2,707,3265,"dragon","15","13.6","fire","160","40"
"3789","Mega Kangaskhan","Mud Slap","Crunch",11.719,499.2,803.3,3850,NA,NA,NA,"dark","70","21.9"
"3790","Alolan Muk","Poison Jab","Dark Pulse",11.717,377.1,606.6,2757,"poison","10","12.5","dark","80","26.7"
"3791","Spiritomb","Sucker Punch","Shadow Ball",11.717,264.5,425.4,2072,"dark","7","10","ghost","100","33.3"
"3792","Charizard","Ember","Dragon Claw",11.716,307.2,494.1,2889,"fire","10","10","dragon","50","29.4"
"3793","Shadow Sableye","Shadow Claw","Foul Play",11.716,155.5,250.1,1476,"ghost","9","12.9","dark","70","35"
"3794","Swellow","Steel Wing","Brave Bird",11.713,192.1,308.7,1920,"steel","11","13.8","flying","130","65"
"3795","Beedrill","Poison Jab","Sludge Bomb",11.711,209.8,336.9,1846,"poison","10","12.5","poison","80","34.8"
"3796","Kingdra","Water Gun","Hydro Pump",11.711,332.9,534.7,2641,"water","5","10","water","130","39.4"
"3797","Alolan Raichu","Volt Switch","Grass Knot",11.709,233.5,374.8,2286,"electric","14","8.8","grass","90","34.6"
"3798","Shadow Slowbro","Water Gun","Ice Beam",11.709,305,489.7,2545,"water","5","10","ice","90","27.3"
"3799","Feraligatr","Bite","Hydro Pump",11.708,351.3,563.9,2857,"dark","6","12","water","130","39.4"
"3800","Abra","Zen Headbutt","Psyshock",11.707,85.1,136.5,1342,"psychic","12","10.9","psychic","65","24.1"
"3801","Manectric","Snarl","Thunder",11.702,215.6,345.6,2340,"dark","12","10.9","electric","100","41.7"
"3802","Ursaring","Metal Claw","Close Combat",11.702,286.7,459.4,2945,"steel","8","11.4","fighting","100","43.5"
"3803","Aerodactyl","Bite","Ancient Power",11.7,289.6,463.9,2783,"dark","6","12","rock","70","20"
"3804","Archen","Quick Attack","Ancient Power",11.698,135.9,217.6,1842,"normal","8","10","rock","70","20"
"3805","Poliwrath","Rock Smash","Dynamic Punch",11.697,358.6,573.9,2586,"fighting","15","11.5","fighting","90","33.3"
"3806","Clefable","Charm","Dazzling Gleam",11.696,331.9,531,2437,"fairy","20","13.3","fairy","100","28.6"
"3807","Mew","Volt Switch","Psyshock",11.694,438.2,700.7,3265,"electric","14","8.8","psychic","65","24.1"
"3808","Milotic","Dragon Tail","Surf",11.694,438.7,701.4,3005,"dragon","15","13.6","water","65","38.2"
"3809","Magneton","Thunder Shock","Flash Cannon",11.693,226.9,362.8,2485,"electric","5","8.3","steel","100","37"
"3810","Grovyle","Quick Attack","Leaf Blade",11.691,166.5,266,1673,"normal","8","10","grass","70","29.2"
"3811","Shadow Ivysaur","Razor Leaf","Solar Beam",11.691,181.6,290.2,1699,"grass","13","13","grass","180","36.7"
